"point_id","plot","easting_m","northing_m","pi_mpb_killed","pi_mpb_killed_pc","NDMI_2003","NDMI_2005","NDMI_2006","NDMI_2007","NDMI_2008","NDMI_2009","NDMI_2010","NDMI_2011","NDMI_2012","NDMI_2013","NDMI_2014"
35,9,523918.417,5447584.302,2.40276885946298,91.692429154288,0.508634746074677,0.451369374990463,0.455778419971466,0.475533157587051,0.475208699703217,0.454351395368576,0.5040442943573,0.492157638072968,0.475351899862289,0.502820730209351,0.494545102119446
36,9,523887.99,5447583.972,2.40276885946298,91.692429154288,0.381501287221909,0.315755069255829,0.32432895898819,0.346727937459946,0.304564744234085,0.290952950716019,0.372142940759659,0.329047709703445,0.362222254276276,0.344766467809677,0.351166933774948
37,10,523820.455,5447546.004,9.18144193758311,88.4778213100947,0.499650001525879,0.411765903234482,0.398806750774384,0.430612474679947,0.440775126218796,0.476444244384766,0.449012875556946,0.476085692644119,0.48071300983429,0.487825781106949,0.480256289243698
38,10,523788.705,5447547.327,9.18144193758311,88.4778213100947,0.499650001525879,0.411765903234482,0.398806750774384,0.430612474679947,0.440775126218796,0.476444244384766,0.449012875556946,0.476085692644119,0.48071300983429,0.487825781106949,0.480256289243698
39,10,523820.785,5447523.184,9.18144193758311,88.4778213100947,0.491293221712112,0.470720827579498,0.440852344036102,0.440205156803131,0.44248166680336,0.454091906547546,0.472308546304703,0.484093517065048,0.485298037528992,0.48450243473053,0.477539539337158
40,10,523790.358,5447522.853,9.18144193758311,88.4778213100947,0.491293221712112,0.470720827579498,0.440852344036102,0.440205156803131,0.44248166680336,0.454091906547546,0.472308546304703,0.484093517065048,0.485298037528992,0.48450243473053,0.477539539337158
41,11,523760.13,5447545.21,1.58222089522678,92.3915414763885,0.508173406124115,0.45248544216156,0.422722816467285,0.457692801952362,0.458954423666,0.474321603775024,0.460345178842545,0.469921976327896,0.501503884792328,0.471081763505936,0.479587197303772
42,11,523728.38,5447546.533,1.58222089522678,92.3915414763885,0.525984764099121,0.436718791723251,0.45033586025238,0.435991704463959,0.442524552345276,0.449885934591293,0.461226671934128,0.492413848638535,0.450028568506241,0.46662825345993,0.474356263875961
43,11,523760.46,5447522.39,1.58222089522678,92.3915414763885,0.50092339515686,0.431765258312225,0.442559033632278,0.442406207323074,0.441382348537445,0.481571197509766,0.459277898073196,0.47485476732254,0.49480739235878,0.476293087005615,0.481115311384201
44,11,523730.033,5447522.059,1.58222089522678,92.3915414763885,0.498671680688858,0.438185751438141,0.411126136779785,0.44665914773941,0.436776280403137,0.419464409351349,0.441247135400772,0.430684119462967,0.475547343492508,0.451861411333084,0.453307390213013
45,12,523702.186,5447488.854,1.3616191353309,92.5614495204142,0.42133754491806,0.372474491596222,0.367981970310211,0.361462712287903,0.366236209869385,0.409297049045563,0.368067026138306,0.409063011407852,0.421115100383759,0.404024243354797,0.416717946529388
