"MSI","NBR","NDMI","NDVI","RGI","TCW","ndmi_norm","ndmi_parent","pi_mpb_killed","pi_mpb_killed_pc","plot","point_id","year","epoch","epoch_start","sensor","n_scenes"
-0.203100562095642,0.444941580295563,0.203100562095642,0.707647502422333,0.788869706509597,-0.07235335925,-0.0737000033259392,-0.0730312019586563,1.3616191353309,92.5614495204142,12,12,2003,5,"2003-07-04","LT05",2
-0.19422410428524,0.467385977506638,0.19422410428524,0.65120255947113,0.875927812545481,-0.057345908,-0.0824000015854836,-0.117417998611927,11.578429154288,86.7801906400317,13,13,2003,5,"2003-07-04","LT05",2
-0.219038084149361,0.527711033821106,0.219038084149361,0.707049667835236,0.74102999434069,-0.05176368025,-0.0819000005722046,-0.118724003434181,12.2775414763885,86.7627074102368,14,14,2003,5,"2003-07-04","LT05",2
-0.279697060585022,0.568518400192261,0.279697060585022,0.724620342254639,0.746629005682773,-0.051500300375,0.0333999991416931,0.0332639999687672,0.622957484084543,97.850410957203,15,15,2003,5,"2003-07-04","LT05",2
-0.228269770741463,0.530398011207581,0.228269770741463,0.714962124824524,0.786509172395457,-0.055807872875,-0.115199998021126,-0.115543000400066,8.94947148798914,88.3551928019693,16,16,2003,5,"2003-07-04","LT05",2
-0.158396318554878,0.480483621358871,0.158396318554878,0.701825857162476,0.865949352038996,-0.0937399635,-0.0780000016093254,-0.140134006738663,34.6738155584882,81.2893700172594,17,17,2003,5,"2003-07-04","LT05",2
-0.223489433526993,0.517240524291992,0.223489433526993,0.720293819904327,0.787031073901143,-0.055856451625,-0.109999999403954,-0.130511999130249,26.7821906400317,82.516768859463,18,18,2003,5,"2003-07-04","LT05",2
-0.1943169683218,0.441134810447693,0.1943169683218,0.678268551826477,0.781321510297483,-0.060330296,-0.115800000727177,-0.15599699318409,42.2896190094521,80.3480178591308,19,19,2003,5,"2003-07-04","LT05",2
-0.220500752329826,0.457003712654114,0.220500752329826,0.673516750335693,0.884920310584389,-0.05470455775,-0.114600002765656,-0.139293998479843,32.1352144081669,81.4756191353309,20,20,2003,5,"2003-07-04","LT05",2
-0.293007642030716,0.582157611846924,0.293007642030716,0.709802329540253,0.947055762726563,-0.045393924,-0.0790999978780746,-0.133031994104385,27.0580121075243,82.4046190094521,21,21,2003,5,"2003-07-04","LT05",2
-0.215239718556404,0.472977817058563,0.215239718556404,0.690231025218964,0.875326939843069,-0.065037845,-0.109099999070167,-0.138340994715691,29.5966132578456,81.6962208952268,22,22,2003,5,"2003-07-04","LT05",2
-0.264708936214447,0.535188913345337,0.264708936214447,0.693240880966187,0.791347534705601,-0.05752542525,-0.0808999985456467,-0.128451004624367,15.6960379933792,83.0254167088095,23,23,2003,5,"2003-07-04","LT05",2
-0.120617121458054,0.417209982872009,0.120617121458054,0.652098655700684,0.863135873155693,-0.09440674225,-0.0795999988913536,-0.120993003249168,12.4474495204142,86.4397252412076,24,24,2003,5,"2003-07-04","LT05",2
-0.300511211156845,0.586022853851318,0.300511211156845,0.71164608001709,0.735812683240291,-0.035981885375,-0.0807999968528748,-0.117039002478123,10.4631284723991,87.0560121075243,25,25,2003,5,"2003-07-04","LT05",2
-0.278894364833832,0.535161435604095,0.278894364833832,0.72038334608078,0.837821625887925,-0.064547207875,-0.107600003480911,-0.166336998343468,47.3668213100947,75.4096132578456,26,26,2003,5,"2003-07-04","LT05",2
-0.254948437213898,0.558673083782196,0.254948437213898,0.715393543243408,0.784285959491932,-0.04417450525,-0.10589999705553,-0.163434997200966,44.8282201597734,77.9482144081669,27,27,2003,5,"2003-07-04","LT05",2
-0.187447503209114,0.460786134004593,0.187447503209114,0.6740802526474,0.886150189749684,-0.06281830075,-0.0531000010669231,-0.0529821999371052,1.17537001725943,95.2830379933792,28,28,2003,5,"2003-07-04","LT05",2
-0.378048926591873,0.635187268257141,0.378048926591873,0.734429597854614,0.881859205776173,-0.031851604,-0.0895000025629997,-0.152827993035317,39.7510178591308,80.6718155584882,2,2,2003,6,"2003-07-20","LT05",2
-0.207844570279121,0.485279232263565,0.207844570279121,0.696846783161163,0.780476485148515,-0.05552349675,-0.0886000022292137,-0.151792004704475,37.2124167088095,80.7369574840845,3,3,2003,6,"2003-07-20","LT05",2
-0.244598776102066,0.533758223056793,0.244598776102066,0.686358392238617,0.864913619648928,-0.05614318175,-0.0859000012278557,-0.129688993096352,24.519410957203,82.8216273785474,4,4,2003,6,"2003-07-20","LT05",2
-0.33075612783432,0.624379813671112,0.33075612783432,0.715728044509888,0.684283620091042,-0.02941793925,-0.088699996471405,-0.104301996529102,4.79519411651529,90.5771284723991,7,7,2003,6,"2003-07-20","LT05",2
-0.389306455850601,0.691030204296112,0.389306455850601,0.704742431640625,0.897073462074457,-0.02031669325,-0.0854000002145767,-0.0983740016818047,2.70762737854738,90.6412201597734,8,8,2003,6,"2003-07-20","LT05",2
-0.278301775455475,0.525656342506409,0.278301775455475,0.723299264907837,0.762124892266708,-0.0483430625,-0.0935999974608421,-0.0932584032416344,2.40276885946298,91.692429154288,9,9,2003,6,"2003-07-20","LT05",2
-0.0767763555049896,0.344673842191696,0.0767763555049896,0.642261326313019,0.858625803262481,-0.0954280455,-0.0826999992132187,-0.112493000924587,9.18144193758311,88.4778213100947,10,10,2003,6,"2003-07-20","LT05",2
-0.234939575195312,0.45262148976326,0.234939575195312,0.665287554264069,0.984405765141371,-0.059905707,-0.0888999998569489,-0.0888196974992752,1.58222089522678,92.3915414763885,11,11,2003,6,"2003-07-20","LT05",2
-0.236019283533096,0.509444117546082,0.236019283533096,0.685005843639374,0.854435348211282,-0.07208417,-0.0737000033259392,-0.0730312019586563,1.3616191353309,92.5614495204142,12,12,2003,6,"2003-07-20","LT05",2
-0.276936829090118,0.574557065963745,0.276936829090118,0.696566462516785,0.886986301369863,-0.0411542655,-0.0819000005722046,-0.118724003434181,12.2775414763885,86.7627074102368,14,14,2003,6,"2003-07-20","LT05",2
-0.298208385705948,0.585738301277161,0.298208385705948,0.729252099990845,0.732784354091611,-0.046709832,0.0333999991416931,0.0332639999687672,0.622957484084543,97.850410957203,15,15,2003,6,"2003-07-20","LT05",2
-0.232158973813057,0.532308399677277,0.232158973813057,0.676440715789795,0.875658748949821,-0.05088991175,-0.115199998021126,-0.115543000400066,8.94947148798914,88.3551928019693,16,16,2003,6,"2003-07-20","LT05",2
-0.235983595252037,0.53433221578598,0.235983595252037,0.719870507717133,0.68525744013465,-0.0473755025,-0.109999999403954,-0.130511999130249,26.7821906400317,82.516768859463,18,18,2003,6,"2003-07-20","LT05",2
-0.249700769782066,0.525524914264679,0.249700769782066,0.691965997219086,0.876669847328244,-0.051069165,-0.115800000727177,-0.15599699318409,42.2896190094521,80.3480178591308,19,19,2003,6,"2003-07-20","LT05",2
-0.244941368699074,0.532308399677277,0.244941368699074,0.741589367389679,0.685861022488522,-0.05135929275,-0.0790999978780746,-0.133031994104385,27.0580121075243,82.4046190094521,21,21,2003,6,"2003-07-20","LT05",2
-0.211274906992912,0.525762915611267,0.211274906992912,0.65596330165863,0.885416666666667,-0.0438589125,-0.109099999070167,-0.138340994715691,29.5966132578456,81.6962208952268,22,22,2003,6,"2003-07-20","LT05",2
-0.194250240921974,0.513563871383667,0.194250240921974,0.686719298362732,0.879412222049448,-0.059687819,-0.0808999985456467,-0.128451004624367,15.6960379933792,83.0254167088095,23,23,2003,6,"2003-07-20","LT05",2
-0.0943792015314102,0.364942759275436,0.0943792015314102,0.658194363117218,0.868172070140028,-0.0954925275,-0.0795999988913536,-0.120993003249168,12.4474495204142,86.4397252412076,24,24,2003,6,"2003-07-20","LT05",2
